"country","indicator","group","Unit","Date","Value"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Secondary","Persons","2017Q1","2298693.71473591"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Secondary","Persons","2017Q2","1899489.73713869"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Secondary","Persons","2017Q3","2254291.30651677"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Secondary","Persons","2017Q4","4440364.17355678"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Secondary","Persons","2018Q1","3375372.91052416"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Secondary","Persons","2018Q2","3810966.88319197"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Secondary","Persons","2018Q3","4501555.27411166"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Secondary","Persons","2020Q2","4662678"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Secondary","Persons","2020Q4","5928652"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Post Secondary","Persons","2010","150663.087277263"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Post Secondary","Persons","2011","124423.387550912"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Post Secondary","Persons","2012","884005.259485469"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Post Secondary","Persons","2013","916026.85713582"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Post Secondary","Persons","2014Q1","629508.264548266"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Post Secondary","Persons","2014Q2","601645.68384337"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Post Secondary","Persons","2014Q3","890853.675848209"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Post Secondary","Persons","2014Q4","277789.184072951"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Post Secondary","Persons","2015Q1","444923.435117473"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Post Secondary","Persons","2015Q2","560104"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Post Secondary","Persons","2015Q3","694472.097532202"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Post Secondary","Persons","2015Q4","734240.298730862"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Post Secondary","Persons","2016Q1","956180.362083175"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Post Secondary","Persons","2016Q2","1670696.51794595"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Post Secondary","Persons","2016Q3","1730545.42988146"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Post Secondary","Persons","2016Q4","1687241.68584557"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Post Secondary","Persons","2017Q1","1113180.00559636"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Post Secondary","Persons","2017Q2","1933302.63873572"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Post Secondary","Persons","2017Q3","2294420.04668734"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Post Secondary","Persons","2017Q4","2548545.09251892"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Post Secondary","Persons","2018Q1","2952325.81176708"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Post Secondary","Persons","2018Q2","3279620.27091529"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Post Secondary","Persons","2018Q3","3204729.48276119"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Post Secondary","Persons","2020Q2","3087956"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Post Secondary","Persons","2020Q4","3001775"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Age Group","Persons","2016Q3","5970679.96377697"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Age Group","Persons","2016Q4","5821274.58417402"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Age Group","Persons","2017Q1","5878259.89431756"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Age Group","Persons","2017Q2","6350441.08815509"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Age Group","Persons","2017Q3","7536626.20948906"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Age Group","Persons","2017Q4","8600911.7957282"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Age Group","Persons","2018Q1","9100835.7957282"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Age Group","Persons","2018Q2","9411115.9997282"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Age Group","Persons","2018Q3","9745048.6309597"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","15-24","Persons","2010","379461.966309568"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","15-24","Persons","2011","522469.443741265"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","15-24","Persons","2012","2195749.62852873"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","15-24","Persons","2013","1736236.20178105"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","15-24","Persons","2014Q1","1193169.20646466"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","15-24","Persons","2014Q2","1140358.50455342"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","15-24","Persons","2014Q3","1688522.98428631"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","15-24","Persons","2014Q4","526521.284931241"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","15-24","Persons","2015Q1","843307.343069749"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","15-24","Persons","2015Q2","1019788.07159092"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","15-24","Persons","2015Q3","1264433.67859553"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","15-24","Persons","2015Q4","1336840.11956189"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","15-24","Persons","2016Q1","1740929.05521459"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","15-24","Persons","2016Q2","2051252.52659306"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","15-24","Persons","2016Q3","2124733.99405461"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","15-24","Persons","2016Q4","2071566.39993418"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","15-24","Persons","2017Q1","2026780.37153724"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","15-24","Persons","2017Q2","2260730.17548484"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","15-24","Persons","2017Q3","2683007.06307185"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","15-24","Persons","2017Q4","2584826.46220417"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","15-24","Persons","2018Q1","2735068.29876536"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","15-24","Persons","2018Q2","3128161.33619929"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","15-24","Persons","2018Q3","3190348.10807505"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","15-24","Persons","2020Q2","3720798.5"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","15-24","Persons","2020Q4","3792850.1"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","25-34","Persons","2010","334427.646648935"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","25-34","Persons","2011","303270.524439816"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","25-34","Persons","2012","1423469.65270958"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","25-34","Persons","2013","1605768.46764011"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","25-34","Persons","2014Q1","1103509.69893078"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","25-34","Persons","2014Q2","1054667.4044342"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","25-34","Persons","2014Q3","1561640.61218812"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","25-34","Persons","2014Q4","486956.36919484"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","25-34","Persons","2015Q1","779937.85559917"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","25-34","Persons","2015Q2","943157.116155283"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","25-34","Persons","2015Q3","1169419.07352703"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","25-34","Persons","2015Q4","1236384.60485195"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","25-34","Persons","2016Q1","1610108.68129255"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","25-34","Persons","2016Q2","1904627.60561731"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","25-34","Persons","2016Q3","1972856.56797768"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","25-34","Persons","2016Q4","1923489.42952291"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","25-34","Persons","2017Q1","1874479.98613775"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","25-34","Persons","2017Q2","2098338.62958999"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","25-34","Persons","2017Q3","2490282.75242935"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","25-34","Persons","2017Q4","3686350.62589404"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","25-34","Persons","2018Q1","3900618.04242711"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","25-34","Persons","2018Q2","3963879.36649507"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","25-34","Persons","2018Q3","3944850.51094185"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","25-34","Persons","2020Q2","3930676.7"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","25-34","Persons","2020Q4","4611343.8"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","35-44","Persons","2010","213890.500009463"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","35-44","Persons","2011","226223.550577915"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","35-44","Persons","2012","785375.576865852"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","35-44","Persons","2013","809746.835674732"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","35-44","Persons","2014Q1","556470.938901162"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","35-44","Persons","2014Q2","531841.053452098"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","35-44","Persons","2014Q3","787494.3179317"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","35-44","Persons","2014Q4","245559.298873686"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","35-44","Persons","2015Q1","393302.162373704"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","35-44","Persons","2015Q2","475609.345769028"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","35-44","Persons","2015Q3","589707.304290159"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","35-44","Persons","2015Q4","623476.261759675"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","35-44","Persons","2016Q1","811935.49135084"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","35-44","Persons","2016Q2","815010.272571815"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","35-44","Persons","2016Q3","844206.166323756"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","35-44","Persons","2016Q4","823081.446273786"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","35-44","Persons","2017Q1","945250.992218914"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","35-44","Persons","2017Q2","904941.27757059"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","35-44","Persons","2017Q3","1073973.29664362"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","35-44","Persons","2017Q4","1504870.49472525"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","35-44","Persons","2018Q1","1592340.39269335"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","35-44","Persons","2018Q2","1497985.14746027"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","35-44","Persons","2018Q3","1594170.96972208"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","35-44","Persons","2020Q2","1165309.8"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","35-44","Persons","2020Q4","2298359"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","45-54","Persons","2010","238495.098986883"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","45-54","Persons","2011","281177.179089791"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","45-54","Persons","2012","536628.031763262"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","45-54","Persons","2013","543512.227903158"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","45-54","Persons","2014Q1","373510.270668133"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","45-54","Persons","2014Q2","356978.38276978"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","45-54","Persons","2014Q3","528576.05901416"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","45-54","Persons","2014Q4","164822.479981615"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","45-54","Persons","2015Q1","263989.342215508"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","45-54","Persons","2015Q2","319234.955595831"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","45-54","Persons","2015Q3","395818.93580163"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","45-54","Persons","2015Q4","418485.083416681"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","45-54","Persons","2016Q1","544981.281032144"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","45-54","Persons","2016Q2","610821.043152053"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","45-54","Persons","2016Q3","632702.321066555"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","45-54","Persons","2016Q4","616870.099103878"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","45-54","Persons","2017Q1","634464.316591592"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","45-54","Persons","2017Q2","673477.407325743"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","45-54","Persons","2017Q3","799274.791953785"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","45-54","Persons","2017Q4","581591.601787722"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","45-54","Persons","2018Q1","615396.343289261"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","45-54","Persons","2018Q2","578930.601948375"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","45-54","Persons","2018Q3","757475.26612297"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","45-54","Persons","2020Q2","403394.7"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","45-54","Persons","2020Q4","1083918.3"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","55-64","Persons","2010","103200.660730864"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","55-64","Persons","2011","125713.06146951"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","55-64","Persons","2012","297901.219798978"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","55-64","Persons","2013","340332.513796494"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","55-64","Persons","2014Q1","233881.930928597"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","55-64","Persons","2014Q2","223530.114212432"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","55-64","Persons","2014Q3","330979.892744907"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","55-64","Persons","2014Q4","103207.335663311"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","55-64","Persons","2015Q1","165302.91654762"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","55-64","Persons","2015Q2","199896.210888929"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","55-64","Persons","2015Q3","247851.00778565"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","55-64","Persons","2015Q4","262043.930409807"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","55-64","Persons","2016Q1","341252.39474603"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","55-64","Persons","2016Q2","382479.455701914"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","55-64","Persons","2016Q3","396180.914354375"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","55-64","Persons","2016Q4","386267.209339257"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","55-64","Persons","2017Q1","397284.227832064"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","55-64","Persons","2017Q2","412953.598183935"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","55-64","Persons","2017Q3","490088.305390456"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","55-64","Persons","2017Q4","243272.611117014"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","55-64","Persons","2018Q1","257412.718553119"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","55-64","Persons","2018Q2","242159.547625192"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","55-64","Persons","2018Q3","258203.776097744"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","55-64","Persons","2020Q2","149073.6"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","55-64","Persons","2020Q4","373706.6"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Gender","Persons","2017Q1","5878259.89431757"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Gender","Persons","2017Q2","6250441.34319544"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Gender","Persons","2017Q3","7536626.39348906"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Gender","Persons","2017Q4","8600911.7957282"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Gender","Persons","2018Q1","9100835.7957282"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Gender","Persons","2018Q2","9411115.9997282"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Gender","Persons","2018Q3","9745048.6309597"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Male","Persons","2010","660576.700594731"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Male","Persons","2011","813428.440834239"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Male","Persons","2012","2433349.49225385"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Male","Persons","2013","2198932.2797526"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Male","Persons","2014Q1","1511141.33008545"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Male","Persons","2014Q2","1444256.9067392"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Male","Persons","2014Q3","2138503.78850676"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Male","Persons","2014Q4","666835.911049691"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Male","Persons","2015Q1","1068043.47042541"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Male","Persons","2015Q2","1291555.20823008"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Male","Persons","2015Q3","1601397.33788401"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Male","Persons","2015Q4","1693099.64206336"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Male","Persons","2016Q1","2204875.7492463"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Male","Persons","2016Q2","2576233.10900537"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Male","Persons","2016Q3","2668520.81464791"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Male","Persons","2016Q4","2601745.94684229"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Male","Persons","2017Q1","2766904.65178091"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Male","Persons","2017Q2","2745582.21475099"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Male","Persons","2017Q3","3371154.64073319"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Male","Persons","2017Q4","4128760.77551237"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Male","Persons","2018Q1","4735549.99107801"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Male","Persons","2018Q2","4708779.59157339"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Male","Persons","2018Q3","4837059.993025"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Male","Persons","2020Q2","4301952.3"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Male","Persons","2020Q4","6226555.2"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Female","Persons","2010","608899.172090982"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Female","Persons","2011","645425"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Female","Persons","2012","2805774.61741255"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Female","Persons","2013","2836663.96704295"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Female","Persons","2014Q1","1949400.71580788"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Female","Persons","2014Q2","1863118.55268274"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Female","Persons","2014Q3","2758710.07765845"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Female","Persons","2014Q4","860230.857595005"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Female","Persons","2015Q1","1377796.14938034"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Female","Persons","2015Q2","1666130.49176992"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Female","Persons","2015Q3","2065832.66211599"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Female","Persons","2015Q4","2184130.35793664"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Female","Persons","2016Q1","2844331.15438986"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Female","Persons","2016Q2","3187957.79463079"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Female","Persons","2016Q3","3302159.14912907"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Female","Persons","2016Q4","3219528.63733173"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Female","Persons","2017Q1","3111355.24253666"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Female","Persons","2017Q2","3504859.12844445"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Female","Persons","2017Q3","4165471.75275587"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Female","Persons","2017Q4","4472151.02021583"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Female","Persons","2018Q1","4365285.80465019"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Female","Persons","2018Q2","4702336.40815481"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Female","Persons","2018Q3","4907988.6379347"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Female","Persons","2020Q2","5067301"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Female","Persons","2020Q4","5933622.6"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Place of Residence

Urban","Persons","2017Q1","5878259.89431757"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Place of Residence

Urban","Persons","2017Q2","6348440.58258874"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Place of Residence

Urban","Persons","2017Q3","7536625.60948906"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Place of Residence

Urban","Persons","2017Q4","8600911.7957282"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Place of Residence

Urban","Persons","2018Q1","9100835.7957282"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Place of Residence

Urban","Persons","2018Q2","9411115.9997282"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Place of Residence

Urban","Persons","2018Q3","9745048.6309597"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Urban","Persons","2010","916142.763179428"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Urban","Persons","2011","388477.231259338"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Urban","Persons","2012","1285123.14297407"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Urban","Persons","2013","1940198.64088864"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Urban","Persons","2014Q1","2010206.19756394"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Urban","Persons","2014Q2","1921232.73118173"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Urban","Persons","2014Q3","2844759.44346459"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Urban","Persons","2014Q4","887063.079053288"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Urban","Persons","2015Q1","1420772.20758395"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Urban","Persons","2015Q2","1718100.24144683"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Urban","Persons","2015Q3","2130269.87568052"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Urban","Persons","2015Q4","2252257.49955274"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Urban","Persons","2016Q1","2933051.2029227"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Urban","Persons","2016Q2","3392380.20559914"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Urban","Persons","2016Q3","3513904.52913475"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Urban","Persons","2016Q4","3425975.47528343"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Urban","Persons","2017Q1","3414642.65243404"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Urban","Persons","2017Q2","3722782.81091404"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Urban","Persons","2017Q3","4418153.34013612"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Urban","Persons","2017Q4","3014324.52329138"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Urban","Persons","2018Q1","3462555.8088733"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Urban","Persons","2018Q2","3768829.102081"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Urban","Persons","2018Q3","3444624.67390262"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Urban","Persons","2020Q2","3974853.2"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Urban","Persons","2020Q4","5069330.9"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Rural","Persons","2010","353333.109506284"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Rural","Persons","2011","1070376.52805896"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Rural","Persons","2012","3954000.96669233"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Rural","Persons","2013","3095397.60590692"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Rural","Persons","2014Q1","1450335.84832939"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Rural","Persons","2014Q2","1386142.72824021"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Rural","Persons","2014Q3","2052454.42270061"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Rural","Persons","2014Q4","640003.689591407"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Rural","Persons","2015Q1","1025067.4122218"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Rural","Persons","2015Q2","1239585.45855317"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Rural","Persons","2015Q3","1536960.12431948"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Rural","Persons","2015Q4","1624972.50044726"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Rural","Persons","2016Q1","2116155.70071346"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Rural","Persons","2016Q2","2371810.69803702"
"Nigeria","Work 0 Hours(Did Nothing), Unemployed","Rural","Persons","2016Q3","2456775.43464223"
